,year,q,relative_price,area_and_rooms
8272,2020.0,Q1,"5,358.0",6-5.5 (תל אביב - 5000)
8273,2020.0,Q2,-,6-5.5 (תל אביב - 5000)
8274,2020.0,Q3,"6,995.8",6-5.5 (תל אביב - 5000)
8275,2020.0,Q4,"7,228.7",6-5.5 (תל אביב - 5000)
8276,2021.0,Q1,"6,741.6",6-5.5 (תל אביב - 5000)
8277,2021.0,Q2,"6,196.8",6-5.5 (תל אביב - 5000)
8278,2021.0,Q3,-,6-5.5 (תל אביב - 5000)
8279,2021.0,Q4,"5,478.8",6-5.5 (תל אביב - 5000)
8280,2017.0,Q1,"1,532.1",סך הכל
8281,2017.0,Q2,"1,523.2",סך הכל
8282,2017.0,Q3,"1,537.3",סך הכל
8283,2017.0,Q4,"1,533.1",סך הכל
8284,2018.0,Q1,"1,535.2",סך הכל
8285,2018.0,Q2,"1,548.1",סך הכל
8286,2018.0,Q3,"1,539.0",סך הכל
8287,2018.0,Q4,"1,519.6",סך הכל
8288,2019.0,Q1,"1,529.9",סך הכל
8289,2019.0,Q2,"1,577.2",סך הכל
8290,2019.0,Q3,"1,529.0",סך הכל
8291,2019.0,Q4,"1,544.2",סך הכל
8292,2020.0,Q1,"1,621.4",סך הכל
8293,2020.0,Q2,"1,542.5",סך הכל
8294,2020.0,Q3,"1,571.7",סך הכל
8295,2020.0,Q4,"1,629.2",סך הכל
8296,2021.0,Q1,"1,704.9",סך הכל
8297,2021.0,Q2,"1,685.2",סך הכל
8298,2021.0,Q3,"1,716.4",סך הכל
8299,2021.0,Q4,"1,756.4",סך הכל
8300,2017.0,Q1,954.5,1-2 (סך הכל)
8301,2017.0,Q2,"1,007.0",1-2 (סך הכל)
8302,2017.0,Q3,"1,066.2",1-2 (סך הכל)
8303,2017.0,Q4,"1,059.0",1-2 (סך הכל)
8304,2018.0,Q1,995.8,1-2 (סך הכל)
8305,2018.0,Q2,"1,056.6",1-2 (סך הכל)
8306,2018.0,Q3,980.1,1-2 (סך הכל)
8307,2018.0,Q4,965.9,1-2 (סך הכל)
8308,2019.0,Q1,"1,005.9",1-2 (סך הכל)
8309,2019.0,Q2,"1,024.1",1-2 (סך הכל)
8310,2019.0,Q3,"1,021.7",1-2 (סך הכל)
8311,2019.0,Q4,"1,050.8",1-2 (סך הכל)
8312,2020.0,Q1,"1,130.8",1-2 (סך הכל)
8313,2020.0,Q2,991.7,1-2 (סך הכל)
8314,2020.0,Q3,"1,052.3",1-2 (סך הכל)
8315,2020.0,Q4,"1,100.9",1-2 (סך הכל)
8316,2021.0,Q1,"1,145.7",1-2 (סך הכל)
8317,2021.0,Q2,"1,126.1",1-2 (סך הכל)
8318,2021.0,Q3,"1,130.2",1-2 (סך הכל)
8319,2021.0,Q4,"1,122.2",1-2 (סך הכל)
8320,2017.0,Q1,"1,161.5",3-2.5 (סך הכל)
8321,2017.0,Q2,"1,147.3",3-2.5 (סך הכל)
8322,2017.0,Q3,"1,193.8",3-2.5 (סך הכל)
8323,2017.0,Q4,"1,166.2",3-2.5 (סך הכל)
8324,2018.0,Q1,"1,167.6",3-2.5 (סך הכל)
8325,2018.0,Q2,"1,189.0",3-2.5 (סך הכל)
8326,2018.0,Q3,"1,196.4",3-2.5 (סך הכל)
8327,2018.0,Q4,"1,177.4",3-2.5 (סך הכל)
8328,2019.0,Q1,"1,181.6",3-2.5 (סך הכל)
8329,2019.0,Q2,"1,205.9",3-2.5 (סך הכל)
8330,2019.0,Q3,"1,165.8",3-2.5 (סך הכל)
8331,2019.0,Q4,"1,208.0",3-2.5 (סך הכל)
8332,2020.0,Q1,"1,260.2",3-2.5 (סך הכל)
8333,2020.0,Q2,"1,183.2",3-2.5 (סך הכל)
8334,2020.0,Q3,"1,192.9",3-2.5 (סך הכל)
8335,2020.0,Q4,"1,230.3",3-2.5 (סך הכל)
8336,2021.0,Q1,"1,291.2",3-2.5 (סך הכל)
8337,2021.0,Q2,"1,245.7",3-2.5 (סך הכל)
8338,2021.0,Q3,"1,286.5",3-2.5 (סך הכל)
8339,2021.0,Q4,"1,322.2",3-2.5 (סך הכל)
8340,2017.0,Q1,"1,528.0",4-3.5 (סך הכל)
8341,2017.0,Q2,"1,472.0",4-3.5 (סך הכל)
8342,2017.0,Q3,"1,509.2",4-3.5 (סך הכל)
8343,2017.0,Q4,"1,507.8",4-3.5 (סך הכל)
8344,2018.0,Q1,"1,518.3",4-3.5 (סך הכל)
8345,2018.0,Q2,"1,530.3",4-3.5 (סך הכל)
8346,2018.0,Q3,"1,536.0",4-3.5 (סך הכל)
8347,2018.0,Q4,"1,503.9",4-3.5 (סך הכל)
8348,2019.0,Q1,"1,496.6",4-3.5 (סך הכל)
8349,2019.0,Q2,"1,568.7",4-3.5 (סך הכל)
8350,2019.0,Q3,"1,530.9",4-3.5 (סך הכל)
8351,2019.0,Q4,"1,519.8",4-3.5 (סך הכל)
8352,2020.0,Q1,"1,604.5",4-3.5 (סך הכל)
8353,2020.0,Q2,"1,540.8",4-3.5 (סך הכל)
8354,2020.0,Q3,"1,553.8",4-3.5 (סך הכל)
8355,2020.0,Q4,"1,599.7",4-3.5 (סך הכל)
8356,2021.0,Q1,"1,679.1",4-3.5 (סך הכל)
8357,2021.0,Q2,"1,698.8",4-3.5 (סך הכל)
8358,2021.0,Q3,"1,712.8",4-3.5 (סך הכל)
8359,2021.0,Q4,"1,736.3",4-3.5 (סך הכל)
8360,2017.0,Q1,"1,949.7",5-4.5 (סך הכל)
8361,2017.0,Q2,"1,951.0",5-4.5 (סך הכל)
8362,2017.0,Q3,"1,938.1",5-4.5 (סך הכל)
8363,2017.0,Q4,"1,967.7",5-4.5 (סך הכל)
8364,2018.0,Q1,"1,960.1",5-4.5 (סך הכל)
8365,2018.0,Q2,"1,990.9",5-4.5 (סך הכל)
8366,2018.0,Q3,"1,916.2",5-4.5 (סך הכל)
8367,2018.0,Q4,"1,893.9",5-4.5 (סך הכל)
8368,2019.0,Q1,"1,917.5",5-4.5 (סך הכל)
8369,2019.0,Q2,"1,931.5",5-4.5 (סך הכל)
8370,2019.0,Q3,"1,890.3",5-4.5 (סך הכל)
8371,2019.0,Q4,"1,907.9",5-4.5 (סך הכל)
8372,2020.0,Q1,"1,968.1",5-4.5 (סך הכל)
8373,2020.0,Q2,"1,847.2",5-4.5 (סך הכל)
8374,2020.0,Q3,"1,933.7",5-4.5 (סך הכל)
8375,2020.0,Q4,"2,025.6",5-4.5 (סך הכל)
8376,2021.0,Q1,"2,178.1",5-4.5 (סך הכל)
8377,2021.0,Q2,"2,220.2",5-4.5 (סך הכל)
8378,2021.0,Q3,"2,287.0",5-4.5 (סך הכל)
8379,2021.0,Q4,"2,316.1",5-4.5 (סך הכל)
8380,2017.0,Q1,"2,417.4",6-5.5 (סך הכל)
8381,2017.0,Q2,"2,524.9",6-5.5 (סך הכל)
8382,2017.0,Q3,"2,517.0",6-5.5 (סך הכל)
8383,2017.0,Q4,"2,522.9",6-5.5 (סך הכל)
8384,2018.0,Q1,"2,524.6",6-5.5 (סך הכל)
8385,2018.0,Q2,"2,403.8",6-5.5 (סך הכל)
8386,2018.0,Q3,"2,436.6",6-5.5 (סך הכל)
8387,2018.0,Q4,"2,449.9",6-5.5 (סך הכל)
8388,2019.0,Q1,"2,337.5",6-5.5 (סך הכל)
8389,2019.0,Q2,"2,423.8",6-5.5 (סך הכל)
8390,2019.0,Q3,"2,331.4",6-5.5 (סך הכל)
8391,2019.0,Q4,"2,361.4",6-5.5 (סך הכל)
8392,2020.0,Q1,"2,452.6",6-5.5 (סך הכל)
8393,2020.0,Q2,"2,432.7",6-5.5 (סך הכל)
8394,2020.0,Q3,"2,457.2",6-5.5 (סך הכל)
8395,2020.0,Q4,"2,485.2",6-5.5 (סך הכל)
8396,2021.0,Q1,"2,631.1",6-5.5 (סך הכל)
8397,2021.0,Q2,"2,701.1",6-5.5 (סך הכל)
8398,2021.0,Q3,"2,847.8",6-5.5 (סך הכל)
8399,2021.0,Q4,"2,834.8",6-5.5 (סך הכל)
8400,2017.0,Q1,"1,852.5",מחוז ירושלים - 1
8401,2017.0,Q2,"1,854.1",מחוז ירושלים - 1
8402,2017.0,Q3,"1,884.8",מחוז ירושלים - 1
8403,2017.0,Q4,"1,858.3",מחוז ירושלים - 1
8404,2018.0,Q1,"1,777.5",מחוז ירושלים - 1
8405,2018.0,Q2,"1,888.3",מחוז ירושלים - 1
8406,2018.0,Q3,"1,903.8",מחוז ירושלים - 1
8407,2018.0,Q4,"1,804.9",מחוז ירושלים - 1
8408,2019.0,Q1,"1,656.1",מחוז ירושלים - 1
8409,2019.0,Q2,"1,799.3",מחוז ירושלים - 1
8410,2019.0,Q3,"1,675.0",מחוז ירושלים - 1
8411,2019.0,Q4,"1,586.3",מחוז ירושלים - 1
8412,2020.0,Q1,"1,892.8",מחוז ירושלים - 1
8413,2020.0,Q2,"1,827.6",מחוז ירושלים - 1
8414,2020.0,Q3,"1,812.7",מחוז ירושלים - 1
8415,2020.0,Q4,"1,854.5",מחוז ירושלים - 1
8416,2021.0,Q1,"1,912.6",מחוז ירושלים - 1
8417,2021.0,Q2,"1,960.2",מחוז ירושלים - 1
8418,2021.0,Q3,"2,085.9",מחוז ירושלים - 1
8419,2021.0,Q4,"2,096.7",מחוז ירושלים - 1
8420,2017.0,Q1,"1,215.1",1-2 (מחוז ירושלים - 1)
8421,2017.0,Q2,"1,248.9",1-2 (מחוז ירושלים - 1)
8422,2017.0,Q3,"1,225.0",1-2 (מחוז ירושלים - 1)
8423,2017.0,Q4,"1,243.4",1-2 (מחוז ירושלים - 1)
8424,2018.0,Q1,"1,204.0",1-2 (מחוז ירושלים - 1)
8425,2018.0,Q2,"1,179.5",1-2 (מחוז ירושלים - 1)
8426,2018.0,Q3,"1,218.5",1-2 (מחוז ירושלים - 1)
8427,2018.0,Q4,"1,234.1",1-2 (מחוז ירושלים - 1)
8428,2019.0,Q1,"1,148.8",1-2 (מחוז ירושלים - 1)
8429,2019.0,Q2,"1,231.0",1-2 (מחוז ירושלים - 1)
8430,2019.0,Q3,"1,362.7",1-2 (מחוז ירושלים - 1)
8431,2019.0,Q4,"1,302.9",1-2 (מחוז ירושלים - 1)
8432,2020.0,Q1,"1,311.0",1-2 (מחוז ירושלים - 1)
8433,2020.0,Q2,"1,282.9",1-2 (מחוז ירושלים - 1)
8434,2020.0,Q3,"1,431.6",1-2 (מחוז ירושלים - 1)
8435,2020.0,Q4,"1,508.4",1-2 (מחוז ירושלים - 1)
8436,2021.0,Q1,"1,424.4",1-2 (מחוז ירושלים - 1)
8437,2021.0,Q2,"1,442.3",1-2 (מחוז ירושלים - 1)
8438,2021.0,Q3,"1,433.0",1-2 (מחוז ירושלים - 1)
8439,2021.0,Q4,"1,439.7",1-2 (מחוז ירושלים - 1)
8440,2017.0,Q1,"1,501.1",3-2.5 (מחוז ירושלים - 1)
8441,2017.0,Q2,"1,533.3",3-2.5 (מחוז ירושלים - 1)
8442,2017.0,Q3,"1,578.3",3-2.5 (מחוז ירושלים - 1)
8443,2017.0,Q4,"1,484.8",3-2.5 (מחוז ירושלים - 1)
8444,2018.0,Q1,"1,429.4",3-2.5 (מחוז ירושלים - 1)
8445,2018.0,Q2,"1,544.4",3-2.5 (מחוז ירושלים - 1)
8446,2018.0,Q3,"1,517.4",3-2.5 (מחוז ירושלים - 1)
8447,2018.0,Q4,"1,475.1",3-2.5 (מחוז ירושלים - 1)
8448,2019.0,Q1,"1,330.5",3-2.5 (מחוז ירושלים - 1)
8449,2019.0,Q2,"1,452.1",3-2.5 (מחוז ירושלים - 1)
8450,2019.0,Q3,"1,309.1",3-2.5 (מחוז ירושלים - 1)
8451,2019.0,Q4,"1,250.7",3-2.5 (מחוז ירושלים - 1)
8452,2020.0,Q1,"1,541.7",3-2.5 (מחוז ירושלים - 1)
8453,2020.0,Q2,"1,478.6",3-2.5 (מחוז ירושלים - 1)
8454,2020.0,Q3,"1,443.4",3-2.5 (מחוז ירושלים - 1)
8455,2020.0,Q4,"1,402.3",3-2.5 (מחוז ירושלים - 1)
8456,2021.0,Q1,"1,543.2",3-2.5 (מחוז ירושלים - 1)
8457,2021.0,Q2,"1,520.2",3-2.5 (מחוז ירושלים - 1)
8458,2021.0,Q3,"1,698.5",3-2.5 (מחוז ירושלים - 1)
8459,2021.0,Q4,"1,706.5",3-2.5 (מחוז ירושלים - 1)
8460,2017.0,Q1,"1,864.2",4-3.5 (מחוז ירושלים - 1)
8461,2017.0,Q2,"1,907.8",4-3.5 (מחוז ירושלים - 1)
8462,2017.0,Q3,"1,915.5",4-3.5 (מחוז ירושלים - 1)
8463,2017.0,Q4,"1,937.2",4-3.5 (מחוז ירושלים - 1)
8464,2018.0,Q1,"1,789.3",4-3.5 (מחוז ירושלים - 1)
8465,2018.0,Q2,"1,997.2",4-3.5 (מחוז ירושלים - 1)
8466,2018.0,Q3,"2,021.1",4-3.5 (מחוז ירושלים - 1)
8467,2018.0,Q4,"1,859.0",4-3.5 (מחוז ירושלים - 1)
8468,2019.0,Q1,"1,751.3",4-3.5 (מחוז ירושלים - 1)
8469,2019.0,Q2,"1,984.6",4-3.5 (מחוז ירושלים - 1)
8470,2019.0,Q3,"1,791.6",4-3.5 (מחוז ירושלים - 1)
8471,2019.0,Q4,"1,729.8",4-3.5 (מחוז ירושלים - 1)
8472,2020.0,Q1,"2,028.5",4-3.5 (מחוז ירושלים - 1)
8473,2020.0,Q2,"1,896.4",4-3.5 (מחוז ירושלים - 1)
8474,2020.0,Q3,"1,936.4",4-3.5 (מחוז ירושלים - 1)
8475,2020.0,Q4,"2,022.0",4-3.5 (מחוז ירושלים - 1)
8476,2021.0,Q1,"2,015.9",4-3.5 (מחוז ירושלים - 1)
8477,2021.0,Q2,"2,105.1",4-3.5 (מחוז ירושלים - 1)
8478,2021.0,Q3,"2,255.3",4-3.5 (מחוז ירושלים - 1)
8479,2021.0,Q4,"2,209.7",4-3.5 (מחוז ירושלים - 1)
8480,2017.0,Q1,"2,305.0",5-4.5 (מחוז ירושלים - 1)
8481,2017.0,Q2,"2,335.5",5-4.5 (מחוז ירושלים - 1)
8482,2017.0,Q3,"2,442.1",5-4.5 (מחוז ירושלים - 1)
8483,2017.0,Q4,"2,458.6",5-4.5 (מחוז ירושלים - 1)
8484,2018.0,Q1,"2,274.7",5-4.5 (מחוז ירושלים - 1)
8485,2018.0,Q2,"2,408.6",5-4.5 (מחוז ירושלים - 1)
8486,2018.0,Q3,"2,416.8",5-4.5 (מחוז ירושלים - 1)
8487,2018.0,Q4,"2,268.2",5-4.5 (מחוז ירושלים - 1)
8488,2019.0,Q1,"2,012.8",5-4.5 (מחוז ירושלים - 1)
8489,2019.0,Q2,"2,166.3",5-4.5 (מחוז ירושלים - 1)
8490,2019.0,Q3,"2,092.3",5-4.5 (מחוז ירושלים - 1)
8491,2019.0,Q4,"2,082.3",5-4.5 (מחוז ירושלים - 1)
8492,2020.0,Q1,"2,232.2",5-4.5 (מחוז ירושלים - 1)
8493,2020.0,Q2,"2,218.6",5-4.5 (מחוז ירושלים - 1)
8494,2020.0,Q3,"2,257.7",5-4.5 (מחוז ירושלים - 1)
8495,2020.0,Q4,"2,421.6",5-4.5 (מחוז ירושלים - 1)
8496,2021.0,Q1,"2,535.2",5-4.5 (מחוז ירושלים - 1)
8497,2021.0,Q2,"2,615.5",5-4.5 (מחוז ירושלים - 1)
8498,2021.0,Q3,"2,756.2",5-4.5 (מחוז ירושלים - 1)
8499,2021.0,Q4,"2,781.2",5-4.5 (מחוז ירושלים - 1)
8500,2017.0,Q1,"3,036.6",6-5.5 (מחוז ירושלים - 1)
8501,2017.0,Q2,"2,953.6",6-5.5 (מחוז ירושלים - 1)
8502,2017.0,Q3,"2,921.5",6-5.5 (מחוז ירושלים - 1)
8503,2017.0,Q4,"2,862.3",6-5.5 (מחוז ירושלים - 1)
8504,2018.0,Q1,"2,742.4",6-5.5 (מחוז ירושלים - 1)
8505,2018.0,Q2,"2,703.0",6-5.5 (מחוז ירושלים - 1)
8506,2018.0,Q3,"2,572.6",6-5.5 (מחוז ירושלים - 1)
8507,2018.0,Q4,"2,864.7",6-5.5 (מחוז ירושלים - 1)
8508,2019.0,Q1,"2,524.6",6-5.5 (מחוז ירושלים - 1)
8509,2019.0,Q2,"2,866.9",6-5.5 (מחוז ירושלים - 1)
8510,2019.0,Q3,"2,784.5",6-5.5 (מחוז ירושלים - 1)
8511,2019.0,Q4,"2,252.6",6-5.5 (מחוז ירושלים - 1)
8512,2020.0,Q1,"3,006.7",6-5.5 (מחוז ירושלים - 1)
8513,2020.0,Q2,"2,978.4",6-5.5 (מחוז ירושלים - 1)
8514,2020.0,Q3,"2,483.0",6-5.5 (מחוז ירושלים - 1)
8515,2020.0,Q4,"2,818.2",6-5.5 (מחוז ירושלים - 1)
8516,2021.0,Q1,"2,828.5",6-5.5 (מחוז ירושלים - 1)
8517,2021.0,Q2,"3,192.4",6-5.5 (מחוז ירושלים - 1)
8518,2021.0,Q3,"3,137.2",6-5.5 (מחוז ירושלים - 1)
8519,2021.0,Q4,"3,435.8",6-5.5 (מחוז ירושלים - 1)
8520,2017.0,Q1,932.4,מחוז צפון - 2
8521,2017.0,Q2,919.2,מחוז צפון - 2
8522,2017.0,Q3,926.4,מחוז צפון - 2
8523,2017.0,Q4,921.7,מחוז צפון - 2
8524,2018.0,Q1,895.5,מחוז צפון - 2
8525,2018.0,Q2,926.4,מחוז צפון - 2
8526,2018.0,Q3,910.8,מחוז צפון - 2
8527,2018.0,Q4,907.3,מחוז צפון - 2
8528,2019.0,Q1,925.2,מחוז צפון - 2
8529,2019.0,Q2,948.3,מחוז צפון - 2
8530,2019.0,Q3,907.8,מחוז צפון - 2
8531,2019.0,Q4,938.4,מחוז צפון - 2
8532,2020.0,Q1,931.1,מחוז צפון - 2
8533,2020.0,Q2,963.1,מחוז צפון - 2
8534,2020.0,Q3,953.6,מחוז צפון - 2
8535,2020.0,Q4,"1,010.8",מחוז צפון - 2
8536,2021.0,Q1,"1,025.2",מחוז צפון - 2
8537,2021.0,Q2,"1,005.3",מחוז צפון - 2
8538,2021.0,Q3,"1,003.0",מחוז צפון - 2
8539,2021.0,Q4,"1,005.5",מחוז צפון - 2
8540,2017.0,Q1,405.8,1-2 (מחוז צפון - 2)
8541,2017.0,Q2,376.4,1-2 (מחוז צפון - 2)
8542,2017.0,Q3,425.6,1-2 (מחוז צפון - 2)
8543,2017.0,Q4,410.0,1-2 (מחוז צפון - 2)
8544,2018.0,Q1,411.0,1-2 (מחוז צפון - 2)
8545,2018.0,Q2,446.4,1-2 (מחוז צפון - 2)
8546,2018.0,Q3,447.0,1-2 (מחוז צפון - 2)
8547,2018.0,Q4,409.5,1-2 (מחוז צפון - 2)
8548,2019.0,Q1,435.6,1-2 (מחוז צפון - 2)
8549,2019.0,Q2,419.6,1-2 (מחוז צפון - 2)
8550,2019.0,Q3,421.6,1-2 (מחוז צפון - 2)
8551,2019.0,Q4,443.5,1-2 (מחוז צפון - 2)
8552,2020.0,Q1,418.5,1-2 (מחוז צפון - 2)
8553,2020.0,Q2,425.5,1-2 (מחוז צפון - 2)
8554,2020.0,Q3,440.3,1-2 (מחוז צפון - 2)
8555,2020.0,Q4,449.4,1-2 (מחוז צפון - 2)
8556,2021.0,Q1,466.7,1-2 (מחוז צפון - 2)
8557,2021.0,Q2,478.0,1-2 (מחוז צפון - 2)
8558,2021.0,Q3,484.1,1-2 (מחוז צפון - 2)
8559,2021.0,Q4,460.8,1-2 (מחוז צפון - 2)
8560,2017.0,Q1,589.6,3-2.5 (מחוז צפון - 2)
8561,2017.0,Q2,592.9,3-2.5 (מחוז צפון - 2)
8562,2017.0,Q3,602.6,3-2.5 (מחוז צפון - 2)
8563,2017.0,Q4,630.9,3-2.5 (מחוז צפון - 2)
8564,2018.0,Q1,601.4,3-2.5 (מחוז צפון - 2)
8565,2018.0,Q2,615.1,3-2.5 (מחוז צפון - 2)
8566,2018.0,Q3,625.9,3-2.5 (מחוז צפון - 2)
8567,2018.0,Q4,635.1,3-2.5 (מחוז צפון - 2)
8568,2019.0,Q1,606.1,3-2.5 (מחוז צפון - 2)
8569,2019.0,Q2,636.5,3-2.5 (מחוז צפון - 2)
8570,2019.0,Q3,620.3,3-2.5 (מחוז צפון - 2)
8571,2019.0,Q4,650.2,3-2.5 (מחוז צפון - 2)
8572,2020.0,Q1,626.1,3-2.5 (מחוז צפון - 2)
8573,2020.0,Q2,645.8,3-2.5 (מחוז צפון - 2)
8574,2020.0,Q3,655.9,3-2.5 (מחוז צפון - 2)
8575,2020.0,Q4,681.2,3-2.5 (מחוז צפון - 2)
8576,2021.0,Q1,686.4,3-2.5 (מחוז צפון - 2)
8577,2021.0,Q2,673.6,3-2.5 (מחוז צפון - 2)
8578,2021.0,Q3,662.3,3-2.5 (מחוז צפון - 2)
8579,2021.0,Q4,685.1,3-2.5 (מחוז צפון - 2)
8580,2017.0,Q1,945.5,4-3.5 (מחוז צפון - 2)
8581,2017.0,Q2,923.2,4-3.5 (מחוז צפון - 2)
8582,2017.0,Q3,936.1,4-3.5 (מחוז צפון - 2)
8583,2017.0,Q4,910.3,4-3.5 (מחוז צפון - 2)
8584,2018.0,Q1,898.4,4-3.5 (מחוז צפון - 2)
8585,2018.0,Q2,906.2,4-3.5 (מחוז צפון - 2)
8586,2018.0,Q3,942.1,4-3.5 (מחוז צפון - 2)
8587,2018.0,Q4,922.5,4-3.5 (מחוז צפון - 2)
8588,2019.0,Q1,943.2,4-3.5 (מחוז צפון - 2)
8589,2019.0,Q2,981.3,4-3.5 (מחוז צפון - 2)
8590,2019.0,Q3,932.6,4-3.5 (מחוז צפון - 2)
8591,2019.0,Q4,957.3,4-3.5 (מחוז צפון - 2)
8592,2020.0,Q1,933.8,4-3.5 (מחוז צפון - 2)
8593,2020.0,Q2,956.1,4-3.5 (מחוז צפון - 2)
8594,2020.0,Q3,950.2,4-3.5 (מחוז צפון - 2)
8595,2020.0,Q4,"1,007.9",4-3.5 (מחוז צפון - 2)
8596,2021.0,Q1,995.9,4-3.5 (מחוז צפון - 2)
8597,2021.0,Q2,"1,002.0",4-3.5 (מחוז צפון - 2)
8598,2021.0,Q3,"1,034.6",4-3.5 (מחוז צפון - 2)
8599,2021.0,Q4,"1,005.3",4-3.5 (מחוז צפון - 2)
8600,2017.0,Q1,"1,248.2",5-4.5 (מחוז צפון - 2)
8601,2017.0,Q2,"1,244.0",5-4.5 (מחוז צפון - 2)
8602,2017.0,Q3,"1,265.2",5-4.5 (מחוז צפון - 2)
8603,2017.0,Q4,"1,289.1",5-4.5 (מחוז צפון - 2)
8604,2018.0,Q1,"1,299.1",5-4.5 (מחוז צפון - 2)
8605,2018.0,Q2,"1,332.7",5-4.5 (מחוז צפון - 2)
8606,2018.0,Q3,"1,219.1",5-4.5 (מחוז צפון - 2)
8607,2018.0,Q4,"1,249.6",5-4.5 (מחוז צפון - 2)
8608,2019.0,Q1,"1,272.4",5-4.5 (מחוז צפון - 2)
8609,2019.0,Q2,"1,293.3",5-4.5 (מחוז צפון - 2)
8610,2019.0,Q3,"1,251.4",5-4.5 (מחוז צפון - 2)
8611,2019.0,Q4,"1,222.8",5-4.5 (מחוז צפון - 2)
8612,2020.0,Q1,"1,264.1",5-4.5 (מחוז צפון - 2)
8613,2020.0,Q2,"1,233.1",5-4.5 (מחוז צפון - 2)
8614,2020.0,Q3,"1,225.5",5-4.5 (מחוז צפון - 2)
8615,2020.0,Q4,"1,342.0",5-4.5 (מחוז צפון - 2)
8616,2021.0,Q1,"1,402.7",5-4.5 (מחוז צפון - 2)
8617,2021.0,Q2,"1,462.9",5-4.5 (מחוז צפון - 2)
8618,2021.0,Q3,"1,466.1",5-4.5 (מחוז צפון - 2)
8619,2021.0,Q4,"1,426.7",5-4.5 (מחוז צפון - 2)
8620,2017.0,Q1,"1,668.5",6-5.5 (מחוז צפון - 2)
8621,2017.0,Q2,"1,690.1",6-5.5 (מחוז צפון - 2)
8622,2017.0,Q3,"1,619.7",6-5.5 (מחוז צפון - 2)
8623,2017.0,Q4,"1,742.6",6-5.5 (מחוז צפון - 2)
8624,2018.0,Q1,"1,639.2",6-5.5 (מחוז צפון - 2)
8625,2018.0,Q2,"1,572.3",6-5.5 (מחוז צפון - 2)
8626,2018.0,Q3,"1,581.5",6-5.5 (מחוז צפון - 2)
8627,2018.0,Q4,"1,667.5",6-5.5 (מחוז צפון - 2)
8628,2019.0,Q1,"1,516.9",6-5.5 (מחוז צפון - 2)
8629,2019.0,Q2,"1,551.6",6-5.5 (מחוז צפון - 2)
8630,2019.0,Q3,"1,608.4",6-5.5 (מחוז צפון - 2)
8631,2019.0,Q4,"1,479.6",6-5.5 (מחוז צפון - 2)
8632,2020.0,Q1,"1,770.8",6-5.5 (מחוז צפון - 2)
8633,2020.0,Q2,"1,685.5",6-5.5 (מחוז צפון - 2)
8634,2020.0,Q3,"1,699.6",6-5.5 (מחוז צפון - 2)
8635,2020.0,Q4,"1,715.1",6-5.5 (מחוז צפון - 2)
8636,2021.0,Q1,"1,680.0",6-5.5 (מחוז צפון - 2)
8637,2021.0,Q2,"1,815.8",6-5.5 (מחוז צפון - 2)
8638,2021.0,Q3,"1,799.7",6-5.5 (מחוז צפון - 2)
8639,2021.0,Q4,"1,760.8",6-5.5 (מחוז צפון - 2)
8640,2017.0,Q1,"1,210.7",מחוז חיפה - 3
8641,2017.0,Q2,"1,192.2",מחוז חיפה - 3
8642,2017.0,Q3,"1,208.9",מחוז חיפה - 3
8643,2017.0,Q4,"1,190.0",מחוז חיפה - 3
8644,2018.0,Q1,"1,193.6",מחוז חיפה - 3
8645,2018.0,Q2,"1,218.9",מחוז חיפה - 3
8646,2018.0,Q3,"1,195.7",מחוז חיפה - 3
8647,2018.0,Q4,"1,198.2",מחוז חיפה - 3
8648,2019.0,Q1,"1,243.6",מחוז חיפה - 3
8649,2019.0,Q2,"1,234.7",מחוז חיפה - 3
8650,2019.0,Q3,"1,200.0",מחוז חיפה - 3
8651,2019.0,Q4,"1,191.7",מחוז חיפה - 3
8652,2020.0,Q1,"1,233.9",מחוז חיפה - 3
8653,2020.0,Q2,"1,241.8",מחוז חיפה - 3
8654,2020.0,Q3,"1,238.5",מחוז חיפה - 3
8655,2020.0,Q4,"1,227.5",מחוז חיפה - 3
8656,2021.0,Q1,"1,273.9",מחוז חיפה - 3
8657,2021.0,Q2,"1,243.7",מחוז חיפה - 3
8658,2021.0,Q3,"1,263.9",מחוז חיפה - 3
8659,2021.0,Q4,"1,345.3",מחוז חיפה - 3
8660,2017.0,Q1,550.7,1-2 (מחוז חיפה - 3)
8661,2017.0,Q2,594.4,1-2 (מחוז חיפה - 3)
8662,2017.0,Q3,592.7,1-2 (מחוז חיפה - 3)
8663,2017.0,Q4,613.6,1-2 (מחוז חיפה - 3)
8664,2018.0,Q1,603.6,1-2 (מחוז חיפה - 3)
8665,2018.0,Q2,587.4,1-2 (מחוז חיפה - 3)
8666,2018.0,Q3,641.5,1-2 (מחוז חיפה - 3)
8667,2018.0,Q4,582.3,1-2 (מחוז חיפה - 3)
8668,2019.0,Q1,638.4,1-2 (מחוז חיפה - 3)
8669,2019.0,Q2,630.0,1-2 (מחוז חיפה - 3)
8670,2019.0,Q3,635.4,1-2 (מחוז חיפה - 3)
8671,2019.0,Q4,609.6,1-2 (מחוז חיפה - 3)
8672,2020.0,Q1,585.6,1-2 (מחוז חיפה - 3)
8673,2020.0,Q2,577.3,1-2 (מחוז חיפה - 3)
8674,2020.0,Q3,635.3,1-2 (מחוז חיפה - 3)
8675,2020.0,Q4,609.2,1-2 (מחוז חיפה - 3)
8676,2021.0,Q1,632.6,1-2 (מחוז חיפה - 3)
